Name,Description,Description (with html),Override url,Type,NEW CUSTOM ADDRESS/WHAT3WORDS,Image 1,Latitude,Longitude,Destination,Region,Region 2,Image 2,Image 3,Image 4,Image 5
El Calafate,"If you're planning to visit Los Glaciares National Park, you'll almost certainly pass through El Calafate on the shores of Lago Argentino. With a major airport and easy transport links to other destinations in Argentina, El Calafate is the hub for anyone wanting to visit El Chalten and Fitz Roy or the Perito Moreno Glacier. The town is also a 5 hour bus journey from Puerto Natales in Chile, the gateway to Torres del Paine National Park.","<p>If you're planning to visit <a href=""/los-glaciares/"">Los Glaciares National Park</a>, you'll almost certainly pass through El Calafate on the shores of Lago Argentino. With a major airport and easy transport links to other destinations in Argentina, El Calafate is the hub for anyone wanting to visit&nbsp;<a href=""/el-chalten/"">El Chalten and Fitz Roy</a>&nbsp;or&nbsp;the <a href=""/perito-moreno"">Perito Moreno Glacier</a>. The town is also<span style=""line-height: 18.5714302062988px; color: inherit;"">&nbsp;a 5 hour bus journey from Puerto Natales in Chile, the gateway to <a href=""/torres-del-paine/"">Torres del Paine National Park</a>.</span></p>",argentina/los-glaciares/calafate,Town,,,-50.33647671,-72.26737976,Patagonia,Los Glaciares,,,,,
El Calafate Airport (FTE),"Nearest airport to the Perito Moreno glacier, and the El Chalten / Mount Fitz Roy area. Daily flights to and from Buenos Aires (AEP). Occasional flights to Bariloche and Ushuaia.","<p>Nearest airport to the Perito Moreno glacier, and the El Chalten / Mount Fitz Roy area. Daily flights to and from Buenos Aires (AEP). Occasional flights to Bariloche and Ushuaia.</p>",argentina/los-glaciares/calafate-airport,Airport,"Camino al Aeropuerto, km 23, (Z9405) El Calafate, Argentina",,-50.332642,-72.248009,Patagonia,Los Glaciares,,,,,
El Chaltén,"El Chalten is a small trekking town in Los Glaciares National Park. From El Chalten, you can hike straight into the mountains of the Fitz Roy area. Sitting at the foot of Cerro Fitz Roy, which dominates the skyline on a clear day, El Chalten is the base for the top climbers to tackle this peak, as well as many others, and for expeditions onto the South Patagonian Ice Cap. Accommodation options, restaurants, bars and places to rent or buy gear are all good , but communications with the outside world remain very primitive - a blessing for many visitors.","<p>El Chalten is a small trekking town in Los Glaciares National Park. From El Chalten, you can hike straight into the mountains of the <a href=""/los-glaciares/trekking/"">Fitz Roy area</a>. Sitting at the foot of Cerro Fitz Roy, which dominates the skyline on a clear day, El Chalten is the base for the top climbers to tackle this peak, as well as many others, and for expeditions onto the <a href=""/patagonian-icecap/trekking/"">South Patagonian Ice Cap</a>. Accommodation options, restaurants, bars and places to rent or buy gear are all good , but communications with the outside world remain very primitive - a blessing for many visitors.</p>",argentina/los-glaciares/el-chalten/chalten,Town,,,-49.3311633,-72.88604736,Patagonia,Los Glaciares,,,,,
El Mirador de Guadal Lodge,"Located in the Aysen region of Chile, El Mirador de Guadal is the ideal lodge for you to discover the southern part of the Carretera Austral. Situated on the southern border of Lake General Carrera all our rooms have a unique view of the turquoise waters of the lake and the glaciers of the Northern Ice Field","<p>Located in the Aysen region of Chile, El Mirador de Guadal is the ideal lodge for you to discover the ↵southern part of the Carretera Austral. Situated on the southern border ↵of Lake General Carrera all our rooms have a unique view of the ↵turquoise waters of the lake and the glaciers of the Northern Ice Field</p>",chile/aysen/guadal-lodge,Lodge,"Km 2, Camino a Chile Chico, Lago General Carrera, Puerto Guadal, Aysen",,-46.837789,-72.68744,Patagonia,Aysen,,,,,
El Paso Leon,"El Paso León is a remote and historically significant Mountain Pass located on the border between Chile and Argentina, in the Southern Patagonian Ice Field region. It is a challenging trekking route that offers stunning views of glaciers and pristine Patagonian wilderness, often used by experienced adventurers and as a boundary reference point.",<p>Very remote border crossing.</p>,argentina/lake-district/paso-leon,Mountain Pass,,,-41.50838447,-71.84444904,Patagonia,Argentine Lakes,,,,,
Ensenada,"Ensenada is on the eastern shore of Lago Llanquihue and 47km from Puerto Varas. From here you can climb the nearby Volcan Osorno which dominates the skyline, or visit the waterfalls of the Petrohu&eacute; river, just 7km away.","<p>Ensenada is on the eastern shore of Lago Llanquihue and 47km from Puerto Varas. From here you can climb the nearby Volcan Osorno which dominates the skyline, or visit the waterfalls of the Petrohu&eacute; river, just 7km away.</p>",chile/lake-district/ensenada,Village,,,-41.2106884,-72.53860474,Patagonia,Chilean Lakes,,,,,
Ensenada Bay,"A picturesque spot close to Tierra del Fuego National Park, Ensenada Bay offers 'postcard views' over the Beagle Channel with mountains and water as far as the eye can see. Many excursions take you to this area of Tierra del Fuego as part of a day trip to the national park. It's also a popular place to go kayaking as you're likely to see seals and cormorant colonies.","<p>A picturesque spot close to Tierra del Fuego National Park, Ensenada Bay offers 'postcard views' over the Beagle Channel with mountains and water as far as the eye can see.</p>↵<p>Many excursions take you to this area of <a href=""/ushuaia/"" target=""_self"">Tierra del Fuego</a> as part of a day trip to the national park. It's also a popular place to go kayaking as you're likely to see seals and cormorant colonies.</p>",regions/tierra-del-fuego/ensenada-bay,Bay,,,-54.84805389,-68.48619461,Patagonia,Tierra del Fuego,,,,,
EOLO Lodge,"Surrounded by mountains and plains, this remote, upscale, seasonal, all-inclusive hotel is 7km from Lago Argentino lake, and 27km from the nearest town, El Calafate. Airy, upscale suites are TV-free and offer mountain, valley and/or lake views. All have free Wi-Fi. Meals, guided hikes, mountain biking and round-trip transportation from El Calafate are included. Other amenities include a polished restaurant/bar with lake views, a cosy lounge, a TV room and a library. There's also an indoor pool and a sauna. Children age 12 and over are welcome.","<p><span style=""font-size: 13px;"">Surrounded by mountains and plains, this remote, upscale, seasonal, all-inclusive hotel is 7km from Lago Argentino lake, and 27km from the nearest town, El Calafate.</span></p><p><span style=""font-size: 13px;"">Airy, upscale suites are TV-free and offer mountain, valley and/or lake views. All have free Wi-Fi.</span></p><p><span style=""font-size: 13px;"">Meals, guided hikes, mountain biking and round-trip transportation from El Calafate are included. Other amenities include a polished restaurant/bar with lake views, a cosy lounge, a TV room and a library. There's also an indoor pool and a sauna. Children age 12 and over are welcome.</span></p>",,Lodge,"Ruta Provincial 11, 9405 El Calafate",,-50.36549381,-72.57259434,Patagonia,Los Glaciares,,,,,
Esquel,"Esquel is a small welsh settlement town, located in the Chubut Province of Argentina. The Esquel Airport (EQS) is an international airport serving this area. This town acts as a gateway to the Los Alerces National Park, which is approximately 30 miles away. Here there are opportunities to take some wonderful boat trips on the lakes or to explore on foot with some lovely walking routes. Find out more about places to go in Argentina &gt;&gt;","<p>Esquel is a small welsh settlement town, located in the Chubut Province of Argentina. The Esquel Airport (EQS) is an international airport serving this area.&nbsp;</p>↵<p>This town acts as a gateway to the <a href=""http://blog.swoop-patagonia.co.uk/12871-patagonia-s-hidden-gem-los-alerces-national-park/"" target=""_blank"">Los Alerces National Park</a>, which is approximately 30 miles away. Here there are opportunities to take some wonderful boat trips on the lakes or to explore on foot with some lovely walking routes.&nbsp;</p>↵<p><a class=""button-1-right"" href=""/patagonia-argentina/"">Find out more about places to go in Argentina &gt;&gt;</a></p>↵<p>&nbsp;</p>",argentina/lake-district/esquel,Town,,https://imgix.swoop-patagonia.com/welsh-esquel_1.jpg,-42.9167093,-71.32083893,Patagonia,Welsh Patagonia and Ruta 40,,https://imgix.swoop-patagonia.com/EQS_airport.jpg,,,
Esquel Airport (EQS),"A smaller airport getting you to the Chubut Valley, the Piedra Parada and the fascinating Patagonian Steppe.","<p>A smaller airport getting you to the Chubut Valley, the Piedra Parada and the fascinating Patagonian Steppe.</p>",argentina/lake-district/esquel-airport,Airport,"RN40, U9200 Esquel, Chubut, Argentina",,-42.906651,-71.135986,Patagonia,Welsh Patagonia and Ruta 40,,,,,
Estancia Arroyo Verde,"This lodge sits in the Nahuel Huapi National Park, overlooking the Traful Valley. The Traful river provides plentiful fly fishing opportunities and the surrounding mountains are perfect for horse riding and trekking. Accommodation is in 4 rooms in the main house and a separate private cabin.","<p>This lodge sits in the Nahuel Huapi National Park, overlooking the Traful Valley. The Traful river provides plentiful fly fishing opportunities and the surrounding mountains are perfect for horse riding and trekking. Accommodation is in 4 rooms in the main house and a separate private cabin.</p>",argentina/lake-district/nahuel-huapi/estancia-verde,Estancia,"Ruta nº 63, 7 Km. de Confluencia Traful, Villa Traful 1425 Argentina",https://imgix.swoop-patagonia.com/Arroyo_Verde_1.jpg,-40.65222014,-71.26217365,Patagonia,Argentine Lakes,,,,,
Estancia Caballadas,"A private, family-owned estancia located to the north of Lanín National Park - the most secluded and scenic part of the Patagonia Lake District in Argentina. Offer the ultimate horseback riding, polo, and fly fishing experiences in Northern Patagonia.","<p>A private, family-owned estancia located to the north of Lanín National Park - the most secluded and scenic part of the Patagonia Lake District in Argentina. Offer the ultimate horseback riding, polo, and fly fishing experiences in Northern Patagonia.</p>",,Estancia,,,-39.22086,-71.155106,Patagonia,Argentine Lakes,,,,,
Estancia Cerro Guido,"This estancia offers accommodation in a beautifully restored farmhouse on the Eastern border of Torres del Paine National Park, with stunning views over the park. The estancia has good facilities and various excursions are available.","<p>This estancia offers accommodation in a beautifully restored farmhouse on the Eastern border of Torres del Paine National Park, with stunning views over the park. The estancia has good facilities and various excursions are available.</p>",chile/torres-del-paine/horse-riding/estancia-guido,Estancia,"Parcela 36 M, lote A sin número, Villa Población Cerro Guido, 6170000 Torres de Paine, Magallanes y la Antártica Chilena, Chile",https://imgix.swoop-patagonia.com/Estancia_Cerro_Guido.jpg,-50.938,-72.458,Patagonia,Torres del Paine,,,,,
Estancia Cristina,"Estancia Cristina provides comfortable accommodation in 5 small lodges at the tip of a northern branch of Lago Argentino. The estancia is close to the spectacular Glaciar Upsala, which can be seen on a variety of excursions, including boat trips on the lake. Horse riding, trekking, fishing and 4x4 trips are all offered by the estancia.","<p>Estancia Cristina provides comfortable accommodation in 5 small lodges at the tip of a northern branch of Lago Argentino. The estancia is close to the spectacular Glaciar Upsala, which can be seen on a variety of excursions, including boat trips on the lake. Horse riding, trekking, fishing and 4x4 trips are all offered by the estancia.</p>",argentina/los-glaciares/estancia-cristina,Estancia,"Cristina Channel, Northern branch of Lake Argentino, Los Glaciares National Park ",https://imgix.swoop-patagonia.com/Estancia_Cristina.jpg,-49.96579759,-73.14422607,Patagonia,Los Glaciares,,,,,
